filepath,label,split
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\972.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\467.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\870.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\999.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\812.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\958.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\599.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\595.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\154.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\366.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\70.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\203.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\307.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\848.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\851.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\378.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\250.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\937.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\204.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\511.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\457.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\565.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\870.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\476.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\836.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\442.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\815.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\935.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\403.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\556.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\571.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\369.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\705.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\919.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\995.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\26.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\936.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\248.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\984.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\984.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\694.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\543.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\488.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\916.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\180.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\90.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\877.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\952.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\857.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\55.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\708.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\703.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\632.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\990.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\623.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\417.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\853.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\902.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\744.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\900.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\291.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\923.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\821.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\974.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\276.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\890.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\189.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\327.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\784.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\792.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\902.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\326.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\890.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\347.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\925.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\364.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\888.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\303.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\827.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\961.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\957.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\385.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\117.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\455.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\838.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\233.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\13.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\956.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\789.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\998.png,real,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\458.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\638.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\826.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\842.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\324.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\425.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\573.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\800.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\212.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\109.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\831.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\166.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\130.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\368.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\469.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\445.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\334.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\241.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\691.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\859.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\956.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\508.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\793.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\320.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\160.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\87.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\751.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\201.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\474.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\198.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\883.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\704.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\672.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\985.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\244.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\545.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\391.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\200.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\645.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\605.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\318.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\360.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\914.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\814.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\647.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\134.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\877.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\738.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\620.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\149.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\131.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\123.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\77.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\532.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\102.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\997.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\748.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\909.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\592.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\857.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\76.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\761.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\48.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\693.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\846.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\974.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\709.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\903.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\950.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\124.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\108.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\190.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\159.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\43.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\689.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\297.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\18.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\148.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\267.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\993.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\874.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\315.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\450.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\372.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\970.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\983.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\966.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\468.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\613.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\840.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\968.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\939.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\60.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\10.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\731.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\285.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\841.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\879.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\329.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\498.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\78.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\820.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\938.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\530.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\1000.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\343.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\593.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\905.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\894.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\891.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\304.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\111.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\594.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\519.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\954.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\29.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\12.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\951.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\588.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\768.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\920.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\214.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\99.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\338.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\607.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\497.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\967.png,real,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\286.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\938.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\290.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\579.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\868.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\71.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\924.png,real,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\533.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\911.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\294.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\697.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\952.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\339.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\242.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\325.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\317.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\128.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\544.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\464.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\465.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\387.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\386.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\634.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\21.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\903.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\140.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\578.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\447.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\935.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\640.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\922.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\754.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\810.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\73.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\901.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\398.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\934.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\872.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\444.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\420.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\54.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\279.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\155.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\583.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\509.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\925.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\82.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\397.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\924.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\808.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\663.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\913.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\493.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\517.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\408.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\336.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\861.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\53.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\549.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\963.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\770.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\875.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\577.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\949.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\992.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\749.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\321.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\929.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\933.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\399.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\407.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\268.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\946.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\45.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\306.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\928.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\527.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\95.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\716.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\261.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\564.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\39.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\414.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\940.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\388.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\120.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\273.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\560.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\779.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\28.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\558.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\568.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\575.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\502.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\796.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\834.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\61.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\396.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\516.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\896.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\501.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\678.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\41.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\437.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\561.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\695.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\86.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\145.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\948.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\947.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\682.png,fake,val
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\940.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\908.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\537.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\141.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\164.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\218.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\116.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\real_cifake_images\976.png,real,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\2.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\254.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\63.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\626.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\34.png,fake,train
F:\PyTorch practice\ViT_Deepfake\data\fake_cifake_images\964.png,fake,val
